,key,value
3193,놓았네,-1
3194,놓을,1
3195,놓을수,1
3196,놓치,-1
3197,뇌,0
3198,뇌신경,0
3199,뇌신경계통,0
3200,뇌출혈,0
3201,뇌출혈의,0
3202,누구,-1
3203,누구도,-1
3204,누구도사랑,-1
3205,누리,1
3206,누설,-1
3207,누설하,-1
3208,누아르,1
3209,누아르의,1
3210,누아르의정서,1
3211,눈,1
3212,눈에,1
3213,눈에들어오,1
3214,눈에띄,1
3215,눈에엿보,1
3216,눈에잡히,1
3217,눈오,1
3218,눈오ㄴ,1
3219,눈을,-1
3220,눈을돌리,-1
3221,눈이,-1
3222,눈이동,-1
3223,눈이우리,-1
3224,눈길,1
3225,눈길가*,1
3226,눈길을,1
3227,눈길을끌,1
3228,눈길을모으,1
3229,눈물,-1
3230,눈물이,-1
3231,눈물이고이,-1
3232,눈물이흐르,-1
3233,눈부시,1
3234,눈부시게,1
3235,눈부시게아름답,1
3236,눈여겨보,1
3237,눈치,-1
3238,눈치들,-1
3239,눈치만,-1
3240,눈치만보,-1
3241,뉴스,1
3242,뉴스를,1
3243,뉴스를나,1
3244,느끼,1
3245,느끼ㄴ,1
3246,느끼ㄴ그대로,1
3247,느끼ㄹ,1
3248,느끼ㄹ수,1
3249,느끼어,1
3250,느끼어지,1
3251,느끼지,-1
3252,느끼지못하,-1
3253,느낌,1
3254,느낌그대로,1
3255,느낌에,-1
3256,느낌에궁중,-1
3257,느낌에따르,1
3258,느낌은,1
3259,느낌은들,1
3260,느낌이나,1
3261,느낌이나생각,1
3262,느냐고,-1
3263,느냐고못,-1
3264,느냐고못내놓,-1
3265,느냐고스스로,1
3266,느냐고스스로를,1
3267,느라,-1
3268,느라딸,-1
3269,느라딸의,-1
3270,는*,-1
3271,는*모습,-1
3272,는*모습한,-1
3273,는,-1
3274,는가장,-1
3275,는가장크,-1
3276,는강물,-1
3277,는강물위,-1
3278,는걸림돌,-1
3279,는것,-1
3280,는것같,-1
3281,는것과,-1
3282,는것ㄴ,-1
3283,는것도,-1
3284,는것때문,-1
3285,는것만,1
3286,는것보다,1
3287,는것은,-1
3288,는것을,-1
3289,는것이,1
3290,는것이,1
3291,는결여,-1
3292,는결여의,-1
3293,는경우,-1
3294,는경우가,-1
3295,는곳,-1
3296,는곳에서,1
3297,는곳이,-1
3298,는교수,1
3299,는구태,-1
3300,는구태를,-1
3301,는국내,1
3302,는국내이벤트,1
3303,는군도,-1
3304,는군도이,-1
3305,는그림,-1
3306,는그림들,-1
3307,는그분,-1
3308,는그분께,-1
3309,는기회,1
3310,는기회가,1
3311,는까닭,1
3312,는꿀,-1
3313,는꿀혼자,-1
3314,는남성,1
3315,는눈치,-1
3316,는눈치들,-1
3317,는대학,-1
3318,는대학생,-1
3319,는데,1
3320,는데도,1
3321,는데적당,1
3322,는데필요,1
3323,는동물,0
3324,는동물을,0
3325,는동안,1
3326,는동안오른,1
3327,는듯,-1
3328,는듯하,-1
3329,는등,0
3330,는등디테일,0
3331,는레크리에이션,1
3332,는레크리에이션이벤트,1
3333,는마음,1
3334,는마음을,1
3335,는말,1
3336,는모든,1
3337,는모든아이,1
3338,는몸,-1
3339,는무극,1
3340,는무극같,1
3341,는문,0
3342,는문들,0
3343,는물건,1
3344,는물건은,1
3345,는미화원,1
3346,는미화원이,1
3347,는방법,-1
3348,는방법을,-1
3349,는배타,-1
3350,는배타적,-1
3351,는버팀목,1
3352,는버팀목이,1
3353,는별빛,1
3354,는별빛이,1
3355,는부모,-1
3356,는분,-1
3357,는분들,-1
3358,는분이,1
3359,는사람,-1
3360,는사람은,-1
3361,는사람이,-1
3362,는사슬,1
3363,는사슬도,1
3364,는상황,-1
3365,는생각,0
3366,는생각에서,1
3367,는소위,-1
3368,는소위발전,-1
3369,는습관,-1
3370,는시기,-1
3371,는시기가,-1
3372,는시약,-1
3373,는시약을,-1
3374,는양상,-1
3375,는양상을,-1
3376,는어린이,0
3377,는어린이들,0
3378,는연극,1
3379,는옛,1
3380,는옛말씀,1
3381,는우리,1
3382,는우리삶,1
3383,는위기감,-1
3384,는위기감에,-1
3385,는의구심,-1
3386,는의구심도,-1
3387,는이한탁,1
3388,는이한탁씨,1
3389,는인생,-1
3390,는인생은,-1
3391,는일,1
3392,는일아니,1
3393,는일이,1
3394,는적막,-1
3395,는적막에서,-1
3396,는주방,0
3397,는증상,-1
3398,는증상은,-1
3399,는징후,-1
3400,는쪽,-1
3401,는쪽으로,-1
3402,는책,1
3403,는책으로,1
3404,는책이,-1
3405,는척,-1
3406,는척하,-1
3407,는철이,-1
3408,는철이를,-1
3409,는크,-1
3410,는크ㄴ,-1
3411,는터번,1
3412,는터번은,1
3413,는통로,1
3414,는통로이,1
3415,는한,1
3416,는한요인,1
3417,는행동,-1
3418,는행동만,-1
3419,는형편,-1
3420,는형편이,-1
3421,는호박고지,1
3422,는호박고지떡,1
3423,는호전,-1
3424,는호전적,-1
3425,는환상,1
3426,는환상적,1
3427,는힘,1
3428,는,-1
3429,는가,-1
3430,는가ㄹ,-1
3431,는가장,1
3432,는가장널리,1
3433,는결혼,0
3434,는결혼전,0
3435,는그,-1
3436,는그에게,-1
3437,는깎아지르,-1
3438,는깎아지르ㄴ,-1
3439,는남산,1
3440,는남산으로,1
3441,는남편,-1
3442,는남편이,-1
3443,는내,-1
3444,는내가,-1
3445,는뇌,0
3446,는뇌출혈,0
3447,는능숙,1
3448,는능숙하,1
3449,는말,-1
3450,는말은,-1
3451,는못하,-1
3452,는못하ㄴ다,-1
3453,는별반,1
3454,는별반달라지,1
3455,는비슷,-1
3456,는비슷하,-1
3457,는사람,-1
3458,는사람들,-1
3459,는살,1
3460,는살아,1
3461,는살림,-1
3462,는살림꾼,-1
3463,는습기,1
3464,는습기가,1
3465,는신,0
3466,는신제품,0
3467,는아직,-1
3468,는아직자리,-1
3469,는안,-1
3470,는안되,-1
3471,는않,-1
3472,는않겠,-1
3473,는어디,-1
3474,는어디로,-1
3475,는어떤,-1
3476,는어떤남자,-1
3477,는어떤여자,-1
3478,는어리,-1
3479,는어리ㄴ,-1
3480,는얼핏,1
3481,는얼핏희망,1
3482,는없,-1
3483,는없나요,-1
3484,는없으나,1
3485,는욕망,-1
3486,는욕망을,-1
3487,는유일,1
3488,는유일하,1
3489,는이,-1
3490,는이시집,-1
3491,는이미,1
3492,는이미동료,1
3493,는이전,1
3494,는이전부터,1
3495,는자라,-1
3496,는자라았,-1
3497,는잘,-1
3498,는잘못*,-1
3499,는저지르,1
3500,는저지르어라,1
3501,는제치,1
3502,는제치어,1
3503,는종교인,0
3504,는종교인이,0
3505,는처음,1
3506,는처음으로,1
3507,는치유,1
3508,는치유를,1
3509,는하,-1
3510,는하았,-1
3511,는한문학,-1
3512,는한문학을,-1
3513,는햇곡식,1
3514,는햇곡식으로,1
3515,는혀,-1
3516,는혀내밀,-1
3517,는협심증,0
3518,는호박,1
3519,는호박말리,1
3520,는다,-1
3521,는다는,1
3522,는다는것,1
3523,는다,1
3524,는다는,1
3525,는다면,1
3526,는다면폐렴,1
3527,는다면폐렴으로,1
3528,는데배,1
3529,는데배감독,1
3530,는데아주,1
3531,는데아주반응,1
3532,는데어떤,1
3533,는데어떤어렵,1
3534,는지를,1
3535,는지를알,1
3536,는지알,0
3537,는지알ㄹ,0
3538,는지여부,-1
3539,는지여부도,-1
3540,는지좀,1
3541,는지좀더,1
3542,늘,1
3543,늘고,-1
3544,늘고있,-1
3545,늘었,1
3546,늘었으면,1
3547,늘어나,1
3548,능력,1
3549,능력은,1
3550,능력은있,1
3551,능숙,-1
3552,능숙하,-1
3553,능숙하게,-1
3554,능욕,-1
3555,능욕과,-1
3556,능욕과폭행,-1
3557,늦,-1
3558,늦게,-1
3559,늦게승진,-1
3560,늦추지,1
3561,늦추지않,1
3562,니,-1
3563,니까오히려,1
3564,니까오히려건강,1
3565,니까,-1
3566,님,-1
3567,님들,-1
3568,님들께,-1
3569,다*,1
3570,다*들,1
3571,다*들그러,1
3572,다,-1
3573,다말,0
3574,다말고,0
3575,다못하,1
3576,다못하,-1
3577,다하,-1
3578,다하아도,-1
3579,다,-1
3580,다,1
3581,다과거,1
3582,다과거로,1
3583,다바치,1
3584,다바치마,1
3585,다하,1
3586,다가,-1
3587,다가꿀통,-1
3588,다가꿀통하나,-1
3589,다가는,-1
3590,다가가,1
3591,다가가려고,1
3592,다가가려고하,1
3593,다가오,1
3594,다각,1
3595,다각적,1
3596,다각적이,1
3597,다각도,1
3598,다각도의,1
3599,다각도의노력,1
3600,다고,-1
3601,다고그러*,-1
3602,다고그러*어*,-1
3603,다고마음먹,0
3604,다고마음먹고,0
3605,다고말,-1
3606,다고말하,-1
3607,다고발표,0
3608,다고발표하,0
3609,다고밝히,1
3610,다고보*,-1
3611,다고보*았,-1
3612,다고보,1
3613,다고보ㄹ,1
3614,다고비판,-1
3615,다고비판하,-1
3616,다고생각,-1
3617,다고생각하,-1
3618,다고선언,1
3619,다고선언하,1
3620,다고여기,1
3621,다고지적,-1
3622,다고지적하,-1
3623,다고판단,0
3624,다고판단되,0
3625,다고팔,-1
3626,다고팔겠,-1
3627,다고하*,1
3628,다고하*ㄴ다,1
3629,다는,-1
3630,다는감,1
3631,다는감이,1
3632,다는계획,1
3633,다는계획을,1
3634,다는꿈,1
3635,다는꿈을,1
3636,다는뜻,1
3637,다는뜻이,1
3638,다는말,-1
3639,다는말이,-1
3640,다는보람,1
3641,다는보람도,1
3642,다는생각,-1
3643,다는생각이,-1
3644,다는소리,-1
3645,다는소리를,-1
3646,다는욕심,-1
3647,다는욕심에서,-1
3648,다는지적,-1
3649,다는지적이,-1
3650,다는칭찬,-1
3651,다는칭찬을,-1
3652,다는데,1
3653,다는데작,1
3654,다는데작은,1
3655,다니,-1
3656,다르*,1
3657,다르*ㄴ,1
3658,다르*ㄴ말씀,1
3659,다르,-1
3660,다르게,0
3661,다르게뜨겁,0
3662,다르아,1
3663,다르아지,1
3664,다르지,-1
3665,다르지않,-1
3666,다른,1
3667,다른건물,-1
3668,다른건물형식,-1
3669,다른곳,1
3670,다른곳에,1
3671,다른모습,1
3672,다른모습으로,1
3673,다른이름,-1
3674,다른이름이,-1
3675,다른재미,1
3676,다른재미로,1
3677,다리,-1
3678,다리를,-1
3679,다리를드러내,-1
3680,다릿살,1
3681,다릿살처럼,1
3682,다릿살처럼부드럽,1
3683,다며,-1
3684,다면,-1
3685,다면자본주의,-1
3686,다면자본주의의,-1
3687,다소,-1
3688,다소황당,-1
3689,다소황당하,-1
3690,다시,1
3691,다시복습,1
3692,다시복습하,1
3693,다시새롭,1
3694,다시새롭게,1
3695,다시시작,1
3696,다시시작하,1
3697,다시쓰,1
3698,다시쓰ㄹ,1
3699,다시처음,-1
3700,다시처음으로,-1
3701,다시한*,-1
3702,다시한*번,-1
3703,다시금,1
3704,다시금절감,1
3705,다시금절감하,1
3706,다시없,-1
3707,다양,1
3708,다양하,1
3709,다양,1
3710,다양성,1
3711,다양성을,1
3712,다양하,1
3713,다양하ㄴ,1
3714,다음,-1
3715,다음에,-1
3716,다음에ㄴ,-1
3717,다지,1
3718,다지고,1
3719,다지고해외,1
3720,다지어,1
3721,다지어지,1
3722,다짐,1
3723,다짐하,1
3724,다채,1
3725,다채롭*,1
3726,다채롭,1
3727,다채롭게,1
3728,다치,-1
3729,다치ㄹ,-1
3730,다치ㄹ위험,-1
3731,다투,1
3732,다투어,1
3733,다툼,-1
3734,다툼과,-1
3735,다툼과고통,-1
3736,단골,1
3737,단단,-1
3738,단단하,-1
3739,단단하ㄴ,-1
3740,단돈,1
3741,단맛,1
3742,단맛을,1
3743,단맛을내,1
3744,단순,1
3745,단순하,1
3746,단순하ㄴ,1
3747,단언,-1
3748,단언하,-1
3749,단적,1
3750,단적으로,1
3751,단절,-1
3752,단절은,-1
3753,단절은골,-1
3754,단절하,-1
3755,단점,-1
3756,단점이,-1
3757,단점이있,-1
3758,단정,-1
3759,단정하,-1
3760,단정하기,1
3761,단정,1
3762,단정하,1
3763,단지,-1
3764,단지,-1
3765,단지에,-1
3766,단지에넣,-1
3767,단체,-1
3768,단체가,-1
3769,단체가아니,-1
3770,단행,1
3771,닫,-1
3772,닫아,-1
3773,닫아걸,-1
3774,달,1
3775,달갑잖,-1
3776,달구,1
3777,달구는,1
3778,달구는무극,1
3779,달라지,1
3780,달라지고,1
3781,달라지고있,1
3782,달라지ㄴ,1
3783,달라지ㄴ것,1
3784,달라지ㄹ,1
3785,달라지ㄹ것,1
3786,달래,1
3787,달러,1
3788,달러에,1
3789,달러에이르,1
3790,달력,-1
3791,달력공장,-1
3792,달력공장공장장,-1
3793,달리튀,1
3794,달리,1
3795,달리ㄴ,-1
3796,달리ㄴ채,-1
3797,달빛,1
3798,달빛에,1
3799,달빛에눈,1
3800,달인,1
3801,달하,-1
3802,닭,1
3803,담,1
3804,담도록,0
3805,담도록대사,0
3806,담을,-1
3807,담을수,-1
3808,담담히,1
3809,답,1
3810,답ㄴ,1
3811,답ㄴ왕성,1
3812,답니다,-1
3813,답변,1
3814,답변하,1
3815,답하,1
3816,당국,-1
3817,당국에,-1
3818,당국에밀고,-1
3819,당당,1
3820,당당하,1
3821,당당하게,1
3822,당면,-1
3823,당면쟁점,-1
3824,당연,1
3825,당연하,1
3826,당연히그렇,1
3827,당연히그렇게,1
3828,당하,-1
3829,당하,-1
3830,당황,-1
3831,당황하,-1
3832,당황하아,-1
3833,대,1
3834,대들,1
3835,대들의,1
3836,대를,1
3837,대를넘어서,1
3838,대북,1
3839,대북인식,1
3840,대위주,-1
3841,대위주로,-1
3842,대,-1
3843,대ㄴ다고,-1
3844,대ㄴ다고용인,-1
3845,대,1
3846,대흥행,1
3847,대단,1
3848,대단하,1
3849,대단하ㄴ,1
3850,대단히,-1
3851,대단히바람직,-1
3852,대단히바람직스럽,-1
3853,대로,1
3854,대로개성,1
3855,대로개성있,1
3856,대로구경,1
3857,대로구경하,1
3858,대로정리,1
3859,대로정리하,1
3860,대로제대로,1
3861,대로제대로정착,1
3862,대로,-1
3863,대로나,-1
3864,대로나는,-1
3865,대립,-1
3866,대립되,-1
3867,대변,1
3868,대변하,1
3869,대비,1
3870,대비되,1
3871,대사,0
3872,대사부분,0
3873,대사부분을,0
3874,대상,-1
3875,대상이,-1
3876,대상이되,-1
3877,대수,1
3878,대수가,1
3879,대신,-1
3880,대여,-1
3881,대여쪽,-1
3882,대여쪽만,-1
3883,대응,1
3884,대응하,1
3885,대입,-1
3886,대입부정,-1
3887,대작,1
3888,대조,0
3889,대조를,0
3890,대조를이루,0
3891,대중,-1
3892,대중성,1
3893,대중화,-1
3894,대중화되,-1
3895,대지,1
3896,대지를,1
3897,대지를상징,1
3898,대책,-1
3899,대책없이,-1
3900,대폭,1
3901,대표,1
3902,대표적,1
3903,대표적이,1
3904,대하,1
3905,대하ㄴ,-1
3906,대하ㄴ도전,-1
3907,대하ㄴ이런,1
3908,대하ㄴ전쟁,-1
3909,대하ㄴ진실,1
3910,대하ㄴ편견,-1
3911,대하ㄴ환상,1
3912,대하아,1
3913,대하아관심,1
3914,대하아상의,1
3915,대하아이런저런,1
3916,대하아서,-1
3917,대하아서ㄴ,-1
3918,대학,-1
3919,대학생,-1
3920,대학생들,-1
3921,대항,-1
3922,대항하,-1
3923,대형,1
3924,대형인기작,1
3925,더,1
3926,더가까이,1
3927,더가까이다가가,1
3928,더뜻,1
3929,더뜻있,1
3930,더많,-1
3931,더많은,-1
3932,더많이,-1
3933,더많이하,-1
3934,더맞,1
3935,더미숙,1
3936,더미숙하,1
3937,더미치,1
3938,더미치고,1
3939,더비싸,0
3940,더빨리,1
3941,더상세,1
3942,더상세하,1
3943,더솔직,1
3944,더솔직하,1
3945,더이상,-1
3946,더이상두,-1
3947,더이상보,-1
3948,더인간,1
3949,더인간답,1
3950,더좋,1
3951,더지니,1
3952,더지니게,1
3953,더크,0
3954,더하,1
3955,더하아,1
3956,더활짝,1
3957,더활짝열리,1
3958,더라도못,1
3959,더라도못갚,1
3960,더라면,-1
3961,더욱,-1
3962,더욱강화,-1
3963,더욱강화하,-1
3964,더욱도드라지,1
3965,더욱심화,-1
3966,더욱심화하,-1
3967,더욱아연,-1
3968,더욱아연하,-1
3969,더욱어렵,-1
3970,더욱어렵게,-1
3971,더욱열,1
3972,더욱열을,1
3973,더욱재미있,1
3974,더욱좋,1
3975,더하,1
3976,더하아,-1
3977,더하아주,-1
3978,더하아지,1
3979,덕,1
3980,덕이,1
3981,던,-1
3982,던것,0
3983,던것같,0
3984,던것로,0
3985,던과거,-1
3986,던과거의,-1
3987,던디자이너,0
3988,던디자이너일,0
3989,던사항,1
3990,던사항이,1
3991,던생활,-1
3992,던생활에,-1
3993,던시절,-1
3994,던시절은,-1
3995,던유학,1
3996,던유학시절,1
3997,던충격,-1
3998,던충격이,-1
3999,던힘차,-1
4000,던힘차ㄴ,-1
4001,던가,-1
4002,던지,-1
4003,던지던,-1
4004,던지던시절,-1
4005,던지어,1
4006,던지어주,1
4007,덜,1
4008,덜어,1
4009,덜어주,1
4010,덧붙이,1
4011,덩어리,-1
4012,덮어놓,-1
4013,덮어놓고,-1
4014,덮어놓고믿,-1
4015,데,1
4016,데도,1
4017,데도익숙,1
4018,데없이,-1
4019,데없이추락,-1
4020,데적당,1
4021,데적당하,1
4022,데필요,1
4023,데필요하,1
4024,데리,-1
4025,데리고,-1
4026,데리고먹,-1
4027,도강하,1
4028,도갖,-1
4029,도갖지,-1
4030,도거세,-1
4031,도거세공포,-1
4032,도결혼,-1
4033,도결혼도,-1
4034,도경제,1
4035,도경제제재,1
4036,도그,1
4037,도그사람,1
4038,도그,-1
4039,도그와,-1
4040,도깎,-1
4041,도깎았었,-1
4042,도꺼내,-1
4043,도꺼내지,-1
4044,도끊,1
4045,도끊어,1
4046,도낳,-1
4047,도낳았,-1
4048,도내,-1
4049,도높,-1
4050,도느끼,1
4051,도느끼ㄹ,1
4052,도더욱,-1
4053,도더욱심화,-1
4054,도덧붙이,1
4055,도들,-1
4056,도떨어지,1
4057,도떨어지지,1
4058,도똑바로,-1
4059,도똑바로되,-1
4060,도만들,1
4061,도많,1
4062,도많이,1
4063,도많이하,1
4064,도모르,-1
4065,도모르게,-1
4066,도못,-1
4067,도못되,-1
4068,도못하,-1
4069,도못하ㄴ,-1
4070,도무겁,1
4071,도무겁어,1
4072,도문제,-1
4073,도문제투성이,-1
4074,도물론,-1
4075,도물론안,-1
4076,도믿,-1
4077,도믿지,-1
4078,도바라,1
4079,도반드시,0
4080,도반드시비,0
4081,도발견,1
4082,도발견되,1
4083,도불사,-1
4084,도불사하,-1
4085,도불행,1
4086,도불행하,1
4087,도사랑,-1
4088,도사랑하,-1
4089,도서슴,-1
4090,도서슴지,-1
4091,도성지,-1
4092,도성지에,-1
4093,도세상,-1
4094,도세상도,-1
4095,도소변,-1
4096,도소변검사,-1
4097,도수,-1
4098,도수백,-1
4099,도써먹,-1
4100,도써먹지,-1
4101,도아니,-1
4102,도아니라니까,-1
4103,도아마,1
4104,도아마그때,1
4105,도안,-1
4106,도안주,-1
4107,도없,-1
4108,도없으시,-1
4109,도없지,-1
4110,도엉터리,-1
4111,도엉터리이,-1
4112,도여성,-1
4113,도여성채용,-1
4114,도역행,-1
4115,도역행하,-1
4116,도익숙,1
4117,도익숙하,1
4118,도인권,1
4119,도있다,1
4120,도있었,-1
4121,도자주,1
4122,도자주하,1
4123,도저,-1
4124,도저의,-1
4125,도저것,-1
4126,도저것도,-1
4127,도좋,1
4128,도중요,1
4129,도중요하,1
4130,도지우,-1
4131,도지우ㄹ,-1
4132,도크,1
4133,도통화,1
4134,도통화가,1
4135,도하ㄴ답니다,1
4136,도하다,-1
4137,도하나,1
4138,도하나의,1
4139,도현란,1
4140,도현란하,1
4141,도확인,-1
4142,도확인하,-1
4143,도,1
4144,도가,1
4145,도가크,1
4146,도둑,-1
4147,도둑질,-1
4148,도둑질과,-1
4149,도드라지,1
4150,도록대사,0
4151,도록대사부분,0
4152,도록되,-1
4153,도록되어,-1
4154,도록얘기,1
4155,도록얘기꽃,1
4156,도록운항,-1
4157,도록운항하,-1
4158,도록하*,-1
4159,도록하*라,-1
4160,도마,-1
4161,도마에,-1
4162,도마에오르,-1
4163,도망치,-1
4164,도망치어,-1
4165,도망치어나오,-1
4166,도시,1
4167,도시풍경,1
4168,도시풍경을,1
4169,도약,1
4170,도약을,1
4171,도약을시도,1
4172,도와주,1
4173,도와주시,1
4174,도와주시ㅂ시오,1
4175,도움,1
4176,도움을,1
4177,도움을받,1
4178,도움을주,1
4179,도움이,1
4180,도움이되,1
4181,도의,-1
4182,도의적,-1
4183,도의적책임,-1
4184,도입,1
4185,도입으로,1
4186,도입으로저,1
4187,도입하,1
4188,도저,0
4189,도저하,0
4190,도저하ㄴ,0
4191,도저히,-1
4192,도저히거부,-1
4193,도저히거부하,-1
4194,도전,-1
4195,도전으로,-1
4196,도전으로파악,-1
4197,도전이,-1
4198,도처,0
4199,도처에,0
4200,도처에과거,0
4201,도취,1
4202,도취이,1
4203,독과점,-1
4204,독과점체제,-1
4205,독립,-1
4206,독립유공자,-1
4207,독립유공자가,-1
4208,독립투사,-1
4209,독립투사이,-1
4210,독서,1
4211,독서후,1
4212,독서후활동,1
4213,독설,-1
4214,독설적,-1
4215,독설적이,-1
4216,독자,-1
4217,독자적,-1
4218,독점,-1
4219,독점에,-1
4220,독점에맞서,-1
4221,독특,1
4222,독특하,1
4223,독특,1
4224,독특하,1
4225,돈,-1
4226,돈얼마,-1
4227,돈얼마받,-1
4228,돋보이,1
4229,돋아나,-1
4230,돌,-1
4231,돌을,-1
4232,돌을던지,-1
4233,돌,1
4234,돌더라도,1
4235,돌더라도못,1
4236,돌리,-1
4237,돌리어,-1
4238,돌리어버리,-1
4239,돌아가,-1
4240,돌아가잖아요,-1
4241,돌아서,-1
4242,돌아앉,-1
4243,돌아앉아,-1
4244,돌아앉아한,-1
4245,돌아오,-1
4246,돌아오았,0
4247,돌아오았다,0
4248,돌아오지,-1
4249,돌아오지는,-1
4250,돕,1
4251,돕게,1
4252,돕게되,1
4253,돕ㄹ,-1
4254,돕ㄹ뿐,-1
4255,동,-1
4256,동그렇,-1
4257,동료,1
4258,동료상담,1
4259,동료상담이,1
4260,동무,-1
4261,동무들,-1
4262,동무들따르,-1
4263,동물,0
4264,동물을,0
4265,동물을생각,0
4266,동시,1
4267,동시답,1
4268,동아리,1
4269,동아리한,1
4270,동아리한마당,1
4271,동안,-1
4272,동안오른,1
4273,동안오른손목,1
4274,동안이,-1
4275,동안이세상,-1
4276,동안태극기,-1
4277,동안태극기를,-1
4278,동요,-1
4279,동요하,-1
4280,동요하게,-1
4281,동의,1
4282,동의를,1
4283,동의를얻,1
4284,동이,-1
4285,동이푸,-1
4286,동이푸어,-1
4287,동작,1
4288,동작의,1
4289,동작의속도,1
4290,동참,1
4291,동참하,1
4292,동참확산,1
4293,동포,1
4294,동포사랑,1
4295,동포사랑은,1
4296,되,-1
4297,되ㄴ,0
4298,되ㄴ것,1
4299,되ㄴ꿈,0
4300,되ㄴ일,-1
4301,되ㄴ다,-1
4302,되는,-1
4303,되는시기,-1
4304,되는책,1
4305,되니까,-1
4306,되ㄹ,0
4307,되ㄹ수,0
4308,되리란,1
4309,되리란생각,1
4310,되면,1
4311,되면모든,1
4312,되ㅂ시다,1
4313,되어,-1
4314,되어돌아오,-1
4315,되어보상,-1
4316,되어있,-1
4317,되어야지요,1
4318,되었,1
4319,되었다,1
4320,되잖아요,1
4321,되지,-1
4322,되지않,-1
4323,되,1
4324,되게,1
4325,되게살,1
4326,되,-1
4327,되고,-1
4328,되고있,-1
4329,되고토하,0
4330,되ㄴ,-1
4331,되ㄴ것,0
4332,되ㄴ부위,1
4333,되ㄴ위기,-1
4334,되ㄴ전화,1
4335,되ㄴ후,-1
4336,되는,-1
4337,되는것,-1
4338,되는지,-1
4339,되는지여부,-1
4340,되ㄹ,-1
4341,되ㄹ날,-1
4342,되ㄹ리,-1
4343,되어,-1
4344,되어가,-1
4345,되어있,-1
4346,되었,-1
4347,되었더라면,-1
4348,되었을,1
4349,되지,-1
4350,되지못하,-1
4351,되지않,-1
4352,되도록,1
4353,되도록쉽,1
4354,되도록쉽ㄴ,1
4355,되살리,1
4356,되찾,1
4357,되찾아,1
4358,되찾아가,1
4359,두,-1
4360,두곡,-1
4361,두곡이,-1
4362,두배,-1
4363,두배로,-1
4364,두번,-1
4365,두번다시없,-1
4366,두번이상,0
4367,두,-1
4368,두고,-1
4369,두고만,-1
4370,두고얼마나,-1
4371,두드러지,1
4372,두드러지,-1
4373,두렵,-1
4374,두렵었,-1
4375,두렵었습니다,-1
4376,두르,1
4377,두르고,1
4378,두르고있,1
4379,둔갑,-1
4380,둔갑시키,-1
4381,둔갑하,-1
4382,둘,0
4383,둘로,0
4384,둘로보이,0
4385,둘러대,-1
4386,뒤,1
4387,뒤에,1
4388,뒤에는,0
4389,뒤에별도,1
4390,뒤에숨,1
4391,뒤에서,-1
4392,뒤에서돕,-1
4393,뒤떨어지,-1
4394,뒤흔들,-1
4395,뒤흔들지,-1
4396,뒤흔들지못하,-1
4397,뒷맛,-1
4398,뒷맛이,-1
4399,뒷맛이씁쓸,-1
4400,뒷받침,-1
4401,뒷받침되,-1
4402,뒷받침되지,-1
4403,뒷받침이,-1
4404,뒷받침이없,-1
4405,뒷받침하,-1
4406,드러나,-1
4407,드러내,-1
4408,드물어서,1
4409,드물어서그동안,1
4410,득세,1
4411,든,1
4412,든좋,1
4413,든좋아서,1
4414,든지,-1
4415,든지머리,0
4416,든지머리가,0
4417,든지자유,1
4418,든지자유롭,1
4419,든지현실,-1
4420,든지현실화,-1
4421,듣,-1
4422,듣거나,-1
4423,듣었,-1
4424,듣었어요,-1
4425,들,-1
4426,들거나,0
4427,들거나의식,0
4428,들고,1
4429,들고있,1
4430,들던,-1
4431,들던생활,-1
4432,들어,-1
4433,들어미국,-1
4434,들어주,-1
4435,들어야,-1
4436,들어야하,-1
4437,들지,1
4438,들지않,1
4439,들지만,1
4440,들지만이,1
4441,들,1
4442,들ㄹ,1
4443,들ㄹ생각,1
4444,들,1
4445,들과*,-1
4446,들과*공식,-1
4447,들그러,1
4448,들그러어,1
4449,들기능,1
4450,들기능을,1
4451,들까지,1
4452,들까지참여,1
4453,들께,-1
4454,들도,-1
4455,들도여성,-1
4456,들따르,-1
4457,들따르아,-1
4458,들로,-1
4459,들로점점,-1
4460,들만,-1
4461,들만이,-1
4462,들보다,1
4463,들보다더,1
4464,들보다오히려,1
4465,들사이,-1
4466,들사이에,-1
4467,들상상,1
4468,들상상의,1
4469,들앞,-1
4470,들앞에서,-1
4471,들에,1
4472,들에대하,1
4473,들에게,1
4474,들에게나,-1
4475,들에게들리,1
4476,들에게먹,1
4477,들에게소개,1
4478,들에게적극,1
4479,들은,0
4480,들은무슨,0
4481,들을,-1
4482,들을기냥,-1
4483,들을나누,1
4484,들을다시,1
4485,들을데리,-1
4486,들을믿,-1
4487,들을수없이,1
4488,들의,1
4489,들의곁,1
4490,들의고달프,1
4491,들의박수,1
4492,들의사용,-1
4493,들의색깔,1
4494,들의신기,1
4495,들의자신만만,1
4496,들의즐겁,1
4497,들의지갑,1
4498,들의집단,-1
4499,들의책임자,0
4500,들의회화,1
4501,들이,1
4502,들이가족,-1
4503,들이골고루,1
4504,들이기쁘,1
4505,들이다,1
4506,들이많,-1
4507,들이많이,-1
4508,들이머리,1
4509,들이모이,-1
4510,들이무엇,1
4511,들이서울,0
4512,들이아이,-1
4513,들이접근,1
4514,들이제아무리,-1
4515,들이주로,-1
4516,들이찾아오,1
4517,들이항생,1
4518,들이,1
4519,들처지,-1
4520,들처지에서,-1
4521,들투성이,0
